week_start_target,채수위치,scenario_id,scenario_title,조건,예상,권고_전체,inferred_activity_buckets,manual_activity_plan_메모,manual_담당_부서
2025-03-03,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-03-10,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-03-17,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-03-24,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-03-31,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-04-07,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-04-14,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-04-21,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-04-28,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-05-05,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-05-12,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-05-19,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-05-19,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-05-26,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-06-02,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-06-09,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-06-16,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-06-16,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-06-23,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-06-23,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-06-30,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-07-07,추동,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-07-07,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-07-14,추동,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-07-14,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-07-14,추동,SX,모델 기반 위험,"관심 이상 확률 약 68%, 예측 세포수(대략) 1950 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-07-21,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-07-21,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-07-21,추동,SX,모델 기반 위험,"관심 이상 확률 약 59%, 예측 세포수(대략) 3542 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-07-28,추동,SX,모델 기반 위험,"관심 이상 확률 약 74%, 예측 세포수(대략) 3842 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-08-04,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-08-04,추동,SX,모델 기반 위험,"관심 이상 확률 약 68%, 예측 세포수(대략) 3629 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-08-11,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-08-11,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 8484 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-08-18,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-08-18,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-08-18,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-08-18,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 6038 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-08-25,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-08-25,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-08-25,추동,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 8254 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-01,추동,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-01,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-09-01,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 5331 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-08,추동,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-08,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-09-08,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 8145 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-15,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-09-15,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-09-15,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 27150 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-22,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-09-22,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-09-22,추동,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2025-09-22,추동,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 30020 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-09-29,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 30405 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-10-06,추동,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-10-06,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-10-06,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 20403 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-10-13,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-10-13,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 14876 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-10-20,추동,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2025-10-20,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 14242 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-10-27,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 7063 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-11-03,추동,SX,모델 기반 위험,"관심 이상 확률 약 94%, 예측 세포수(대략) 8460 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-11-10,추동,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2025-11-10,추동,SX,모델 기반 위험,"관심 이상 확률 약 98%, 예측 세포수(대략) 7523 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-11-17,추동,SX,모델 기반 위험,"관심 이상 확률 약 91%, 예측 세포수(대략) 8474 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-11-24,추동,SX,모델 기반 위험,"관심 이상 확률 약 91%, 예측 세포수(대략) 8223 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-12-01,추동,SX,모델 기반 위험,"관심 이상 확률 약 91%, 예측 세포수(대략) 3014 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2025-12-08,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-12-15,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2025-12-22,추동,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2024-07-01,회남,S0,특이 패턴 없음,주요 시나리오 조건 미충족,상시 모니터링 유지,정기 관측 유지,모니터링·분석,,
2024-07-08,회남,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2024-07-15,회남,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2024-07-15,회남,SX,모델 기반 위험,"관심 이상 확률 약 48%, 예측 세포수(대략) 362 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-07-22,회남,S2,집중호우·유입 증가,최근 4주 강수·유입 증가 추세,"단기 혼합으로 세포 수 변동 가능, 영양염 유입에 따른 지연 증가 위험",1~2주 후 재예측·채수 주기 단축 | 탁도·유해남조류 동시 추적,모니터링·분석; 물순환·방류·유입,,
2024-07-22,회남,SX,모델 기반 위험,"관심 이상 확률 약 66%, 예측 세포수(대략) 583 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-07-29,회남,SX,모델 기반 위험,"관심 이상 확률 약 84%, 예측 세포수(대략) 2451 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-05,회남,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-05,회남,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2024-08-05,회남,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 19299 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-12,회남,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-12,회남,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2024-08-12,회남,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 30718 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-19,회남,S1,폭염·고일조·방류 감소,"최근 4주 평균 수온 높음, 일조 증가 추세, 방류 감소 추세",정체·광합성 유리 → 남조류 증가 가능성,관심 단계 사전 대응 검토 | 현장 채수·종조성 모니터링 강화 | 취수장·정수 약품 투입 계획 점검,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-19,회남,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2024-08-19,회남,S4,Chl-a·pH 상승,클로로필-a 및 pH 상승 추세,"조류 생체량 증가 신호, 유해남조류 증가 가능성",조류 종 분석 강화 | 발령단계 전환 모니터링,모니터링·분석,,
2024-08-19,회남,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 27461 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-08-26,회남,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
2024-08-26,회남,SX,모델 기반 위험,"관심 이상 확률 약 100%, 예측 세포수(대략) 28164 cells/mL",다음 주 관심 이상 가능성 상대적으로 큼,해당 지점 수질 모니터링 강화 | 취수장 사전 대응·활성탄 등 준비 | 방류량 조정 가능성 검토,모니터링·분석; 물순환·방류·유입; 약품·활성탄; 취수·위치,,
2024-09-02,회남,S3,방류 감소·수온 높음,방류 감소 추세와 고수온,체류시간 증가로 조류 증식 가능성,수문·방류 운영 검토 | 취수 수심·위치 조정 가능성 검토,물순환·방류·유입; 취수·위치,,
